images,final dataset
000000134801.jpg,حديقة تجلس بها قطة بنية اللون
000000134958.jpg,أحد المحال يقف أمامها عربة حنطور يقودها حصانان ويجلس على العربة رجل
000000135076.jpg,طائر أزرق اللون يأكل التوت من الشجرة
000000135158.jpg,قط يجلس على اريكة وأمامه جهاز التحكم عن بعد
000000135193.jpg,مقص اسود ومسطرة فوق الورق
000000135459.jpg,مقعد خشبي في فناء منزل
000000135460.jpg,بعض قطع الخبز في طبق وبالخلف موز
000000135513.jpg,بيت كبير بجوار جبل ضخم
000000135554.jpg,طبق  موضوع عليه بعض من المخبوزات الموضوعة بعضها فوق بعض
000000135566.jpg,حديقة بها عدد كثير من الطائرات الورقية المتعددة الألوان المحلقة عالياً
000000135578.jpg,أحد المحال به عدد من الفواكة المتنوعة المعروضة للبيع
000000135756.jpg,طفلة تحاول لمس رأس حصان اسود اللون
000000135796.jpg,طفلة تقوم بتقليب مكونات وصفة طعام ما وخلفها طفل صغير يرتدي خوذة ويبتسم
000000135800.jpg,بقرة تاكل من العشب في  مزرعه
000000135845.jpg,ثلاث من المظلات تحلق عالياً في سماء مليئة بالغيوم
000000135878.jpg,طائر نائم وهو يقف على الارض
000000135900.jpg,مقلاتان علي الموقد بهما طعام يقلي
000000135907.jpg,مطبخ به عدة أرفف بيضاء  وبعض أدوات المطبخ وفي الوسط طاولة بها صنبور مياه
000000136008.jpg,حديقة بها مقعد ويسير فيها غراب
000000136132.jpg,كلب يجلس على كرسي ازرق
000000136181.jpg,سرير كبير وبجانبه مصابيح وباب زجاجي
000000136271.jpg,بعض من أنواع الفاكهة المعروضة للبيع
000000136415.jpg,دراجة هوائية تستند علي الحائط وجوارها بعض الأحذية
000000136795.jpg,"طبق به بعض الطعام المغطي بالصلصة، وجزر وشوكة"
000000136795.jpg,طاولة موضوع عليها طبق به بعدد من المخبوزات بجانب شوكة طعام وكوب
000000136945.jpg,عدد من الطيور الملونة بداخل أقفاص متراصلة
000000137004.jpg,مجموعة من الأواني الخشبية الموضوع بهاالكثير من البرتقال والكمثرى
000000137130.jpg,رضيع مستلقي على سرير بجانب دُمية على شكل دُب
000000137185.jpg,عربة بها سلم أمام مبني  صغير والسماء ملبدة بالسحب
000000137452.jpg,دراجة نارية تستند علي الأرض وخلفها برج صغير وشجر
000000137483.jpg,أرض خضراء متسعة  بها عدد من الأحصنة والمرتفعات
000000137490.jpg,حمامة تقف علي مقبض سيارة سوداء
000000137538.jpg,أثنان من طيور البجع البيضاء أحدهم تقف على صخرة
000000137619.jpg,طائر أبو قردان يأكل من شجرة
000000137622.jpg,طفل يركب لوح تزلج بجواره سيارة حمراء
000000138007.jpg,إوزتين بجوار نهر تمشيان على الحشائش
000000138025.jpg,محل مخبوزات يعرض الطعام والخبز
000000138137.jpg,طائر يحاول الطيران من فوق صحن طعام
000000138450.jpg,دجاج مشوي وبروكلي اخضر في طبق
000000138529.jpg,قطة تجلس بداخل حوض الماء
000000138572.jpg,شاحنة نقل بضائع قديمة من طراز مرسيدس
000000138780.jpg,طفل صغير يجلس وأمامه موضوع بعض من الطعام ويضع ملعقة في فمه
000000138970.jpg,أحد الثلاجات يمسك بها رجلان
000000139075.jpg,اعداد طبق مأكولات بحرية بالخضار
000000139152.jpg,طائر ذو منقار أسود اللون يقف على سيارة
000000139165.jpg,حمار وحشي وعلي الطريق سيارات
000000139270.jpg,طبق به شطيرة بجوار بعض الاطباق والأكواب الآخرى
000000139284.jpg,ثلاث من أجهزة الخلاطات باللون الأخضر والأصفر
000000139327.jpg,جهاز حاسوب من  نوع ابل
000000139605.jpg,قارب صغير يبحر بالقرب من منارة
000000139634.jpg,خمس برتقالات في وعاء من الفخار
000000139858.jpg,طائر أبيض اللون يحلق عالياً فوق الماء
000000140010.jpg,قطعة حلوي محلاة بالشيكولاتة في طبق
000000140065.jpg,حديقة بها طفلة ترتدي قبعة وممسكة بيديها قفاز
000000140210.jpg,فناء منزل ومقاعد خشبية في الامام
000000140243.jpg,دراجة موضوعة بجانب شجرة مثمرة بفاكهة البرتقال
000000140312.jpg,شاحنة نقل بها بضائع تسير في الطريق وبالخلف شجر
000000140322.jpg,طفل رضيع مستلقي وطفلة خلفه تمسك اموال
000000140349.jpg,طفل يجلس على كرسي و اخر يلعب على لوح تزلج
000000140390.jpg,ببغاء ملون يقف بين اغصان شجرة
000000140391.jpg,أناءان موضوع بهما بعض من الحلوى
000000140426.jpg,قارب راسٍ علي حافة الماء وحوله شجر
000000140454.jpg,عدة مراكب شراعية وسط الماء وبالخلف مرتفعات
000000140540.jpg,قطار كهربائئ يمر عبر السكة بين الاعشاب
000000140543.jpg,ابقار تاكل الحشائش في مزرعة كبيرة
000000140636.jpg,طائرات يصطادان السمك من الماء
000000140702.jpg,الدغفل الصغير يسير خلف الفيل
000000140816.jpg,رجل يحمل مظلة شمسية ويسير في الشارع
000000140850.jpg,حديقة موضوع بها ثلاث من الحقائب مختلفة الأحجام
000000140983.jpg,طفل صغير يجلس ويضع فرشاة الأسنان داخل فمه
000000141063.jpg,طائران أحدهما أبيض والثاني رمادي يقفان عند بحيرة
000000141166.jpg,بعض ثمار الفواكه و الخضروات في وعاء
000000141207.jpg,حافلات تقف في موقف خاص
000000141211.jpg,تمثال على شكل دُب بجواره عدد من الهدايا
000000141224.jpg,حمام سباحة وحوله مقاعد صفراء  ومظلة
000000141316.jpg,صورة لإنعكاس مبنى على مرآة
000000141346.jpg,صالة بيت بها أرائك  وطاولة ولوحة علي الحائط
000000141460.jpg,طائران يقفان علي صخرة وسط الماء وبالخلف بيوت
000000141468.jpg,دب ذو فرو فاتح يمشي بين العشب
000000141508.jpg,حقيبة سفر زرقاء وبجوارها زوجان من الأحذية
